,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,PPI,IPS,Touchscreen,HDD,SSD,Hybrid,Flash_Storage
1084,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.18,6005003,141.0,0,0,0,0,0,0
1085,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 7,1.54,8254798,157.0,0,0,500,0,0,0
1086,HP,Workstation,Intel Core i7,8,256GB SSD,AMD FirePro,Windows 7,1.9,11970008,141.0,0,0,0,0,0,0
1087,Lenovo,Notebook,Intel Core i5,8,180GB SSD,Intel HD,Windows 7,1.7,9600041,157.0,0,0,0,0,0,0
1088,HP,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.29,4924084,166.0,0,0,0,0,0,32
1089,Acer,Notebook,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,2.4,3098603,141.0,0,0,500,0,0,0
1090,Dell,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Linux,2.2,3150501,141.0,0,0,500,0,0,0
1091,HP,Notebook,Intel Core i3,4,1TB HDD,Intel HD,No OS,1.86,2770211,141.0,0,0,1,0,0,0
1092,Asus,Gaming,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,12802709,127.0,1,0,1,0,0,0
1093,Dell,Ultrabook,Intel Core i5,4,256GB SSD,AMD Radeon,Windows 10,1.4,6552262,166.0,1,0,0,0,0,0
1094,HP,Netbook,Intel Core i5,4,128GB SSD,Intel HD,Windows 7,2.4,12802709,176.0,0,0,0,0,0,0
1095,Acer,Notebook,Intel Core i5,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,6397373,141.0,0,0,1,0,0,0
1096,Dell,Notebook,Intel Core i5,8,1TB HDD,AMD Radeon,Windows 10,2.36,5114677,141.0,0,0,1,0,0,0
1097,MSI,Gaming,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.6,12802709,127.0,0,0,0,0,0,0
1098,HP,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,1.96,4003335,141.0,0,0,1,0,0,0
1099,Asus,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.3,18407378,127.0,1,0,1,0,0,0
1100,Dell,Ultrabook,Intel Core i3,4,500GB HDD,Intel HD,Windows 7,1.5,9088752,176.0,0,0,500,0,0,0
1101,Dell,Ultrabook,Intel Core i3,4,128GB SSD,Intel HD,Windows 7,1.5,9343502,176.0,0,0,0,0,0,0
1102,Acer,Notebook,Other Intel Processor,4,16GB SSD,Intel HD,Chrome OS,2.2,1673365,141.0,0,0,0,0,0,0
1103,HP,Workstation,Intel Core i7,8,1TB HDD,AMD FirePro,Windows 7,3.0,23211380,127.0,1,0,1,0,0,0
1104,Lenovo,Gaming,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.4,9600041,141.0,0,0,0,0,0,0
1105,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.5,11314209,176.0,0,0,0,0,0,0
1106,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,12099575,127.0,0,0,1,0,0,0
1107,Lenovo,2 in 1 Convertible,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.1,6941769,141.0,1,1,0,0,0,0
1108,HP,Notebook,AMD A-Series,4,1TB HDD,AMD Radeon,Windows 10,2.1,3186651,141.0,0,0,1,0,0,0
1109,Asus,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.59,10720957,141.0,1,0,1,0,0,0
1110,HP,Notebook,Other Intel Processor,8,256GB SSD,Intel HD,Windows 10,1.16,13603376,166.0,0,1,0,0,0,0
1111,Dell,Notebook,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 7,2.24,6158372,141.0,0,0,500,0,0,0
1112,Lenovo,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.1,3434869,141.0,0,0,0,0,0,0
1113,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.16,15765123,166.0,0,0,0,0,0,0
1115,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel Iris,Windows 10,1.23,11041206,166.0,0,0,0,0,0,0
1116,Lenovo,Gaming,Intel Core i7,16,256GB SSD +  1.0TB Hybrid,Nvidia GeForce,Windows 10,4.6,22018254,127.0,1,0,0,0,10,0
1118,Toshiba,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.05,17822805,166.0,0,0,0,0,0,0
1119,Asus,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.52,10508710,127.0,0,0,1,0,0,0
1121,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.16,13531255,166.0,0,0,0,0,0,0
1122,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.43,12114071,157.0,0,0,0,0,0,0
1123,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Linux,2.09,4192496,141.0,0,0,500,0,0,0
1124,Asus,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.0,3482920,141.0,0,0,1,0,0,0
1125,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.8,13363122,157.0,1,1,0,0,0,0
1127,HP,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.26,15172676,176.0,0,0,0,0,0,0
1128,Lenovo,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,No OS,2.4,7918622,141.0,1,0,1,0,0,0
1129,HP,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.35,9039538,127.0,1,0,1,0,0,0
1130,HP,Notebook,Intel Core i7,8,2TB HDD,Intel HD,Windows 10,2.04,5036203,141.0,0,0,2,0,0,0
1131,Lenovo,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Nvidia Quadro,Windows 7,1.8,16416717,157.0,1,1,0,0,0,0
1132,Asus,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.5,2225815,157.0,0,0,0,0,0,32
1133,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.84,6021020,141.0,0,0,0,0,0,0
1134,Acer,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.23,4932138,141.0,0,0,1,0,0,0
1135,Lenovo,Notebook,Intel Core i7,16,1.0TB Hybrid,AMD Radeon,Windows 10,2.5,8799374,141.0,0,0,0,0,10,0
1136,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 7,3.0,31621516,127.0,1,0,0,0,0,0
1137,Dell,Notebook,Intel Core i5,8,1TB HDD,AMD Radeon,Windows 10,2.5,6277201,141.0,0,0,1,0,0,0
1138,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.78,19208045,127.0,0,0,1,0,0,0
1139,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.88,17388290,141.0,0,0,0,0,0,0
1140,Lenovo,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,2.8,19536258,157.0,1,1,0,0,0,0
1141,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,9150046,141.0,0,0,1,0,0,0
1142,HP,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.48,13042873,166.0,0,1,0,0,0,0
1143,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 7,2.59,17846875,141.0,1,0,0,0,0,0
1144,HP,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.48,14404043,166.0,0,1,0,0,0,0
1145,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 7,2.0,15204710,141.0,0,0,0,0,0,0
1146,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.26,18390914,176.0,0,0,0,0,0,0
1147,Dell,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.18,8085950,141.0,0,0,0,0,0,0
1148,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.88,12642540,141.0,0,0,0,0,0,0
1149,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.27,18727627,157.0,1,1,0,0,0,0
1150,Lenovo,Notebook,Intel Core i3,4,1TB HDD,Intel HD,No OS,1.9,2714286,141.0,0,0,1,0,0,0
1151,HP,Notebook,AMD E-Series,4,500GB HDD,AMD Radeon,Windows 10,1.86,2378020,141.0,0,0,500,0,0,0
1152,Lenovo,Notebook,Intel Core i5,8,1TB HDD,AMD Radeon,No OS,2.32,4796039,141.0,0,0,1,0,0,0
1153,Dell,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.62,9600041,141.0,0,0,1,0,0,0
1154,Dell,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.04,18020467,141.0,1,1,0,0,0,0
1155,HP,Notebook,AMD A-Series,4,256GB SSD,AMD Radeon,Windows 10,1.91,3834307,141.0,0,0,0,0,0,0
1156,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,11952380,127.0,0,0,1,0,0,0
1157,Lenovo,Ultrabook,Intel Core i7,12,512GB SSD,Intel HD,Windows 7,1.4,18407378,157.0,0,0,0,0,0,0
1158,Lenovo,Notebook,Intel Core i5,8,1.0TB Hybrid,AMD Radeon,Windows 10,2.5,6313172,141.0,0,0,0,0,10,0
1159,HP,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.48,16341643,166.0,0,1,0,0,0,0
1160,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.7,12002042,157.0,0,0,0,0,0,0
1161,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.7,14163789,157.0,0,0,1,0,0,0
1162,HP,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.62,7198040,141.0,1,0,1,0,0,0
1163,Lenovo,Notebook,Intel Core i3,8,1TB HDD,Intel HD,Windows 10,2.2,3675033,141.0,0,0,1,0,0,0
1164,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,No OS,2.1,3819096,141.0,0,0,500,0,0,0
1165,Dell,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.62,11993989,141.0,0,0,1,0,0,0
1166,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.95,11129254,141.0,1,0,0,0,0,0
1167,Lenovo,Notebook,Intel Core i3,4,1TB HDD,Nvidia GeForce,Windows 10,2.2,3747154,141.0,0,0,1,0,0,0
1168,HP,Notebook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.44,1993704,157.0,0,0,0,0,0,32
1169,MSI,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,6717622,141.0,1,0,1,0,0,0
1170,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.96,5436536,141.0,0,0,0,0,0,0
1171,HP,Notebook,Intel Core i7,16,512GB SSD,Intel UHD,Windows 10,2.1,9279702,141.0,0,0,0,0,0,0
1172,Asus,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,2954451,141.0,0,0,500,0,0,0
1173,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,No OS,2.1,3186651,141.0,0,0,500,0,0,0
1174,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.2,5676701,141.0,0,0,1,0,0,0
1175,Asus,Notebook,Intel Core i3,4,256GB SSD,Intel HD,Windows 10,2.0,6157119,157.0,0,0,0,0,0,0
1176,Lenovo,Notebook,Intel Core i7,4,1.0TB Hybrid,Intel HD,Windows 7,2.32,6605503,141.0,0,0,0,0,10,0
1177,Lenovo,Gaming,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,3.31,10448669,141.0,1,0,0,0,0,0
1178,MSI,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.91,17241364,141.0,0,0,1,0,0,0
1179,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.07,5204336,141.0,0,0,500,0,0,0
1180,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,13106941,157.0,1,1,0,0,0,0
1181,Lenovo,Ultrabook,Intel Core i7,6,256GB SSD,Nvidia GeForce,Windows 10,1.54,6653554,141.0,0,0,0,0,0,0
1182,Dell,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Linux,1.98,7166006,141.0,0,0,0,0,0,0
1183,Acer,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.1,2666236,141.0,0,0,500,0,0,0
1184,HP,Notebook,Intel Core i7,6,1TB HDD,Nvidia GeForce,Windows 10,2.18,6397373,141.0,1,0,1,0,0,0
1185,Asus,Gaming,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.591,7278035,141.0,1,0,1,0,0,0
1186,Dell,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,2.09,9439872,141.0,0,1,0,0,0,0
1187,Acer,Notebook,Intel Core i5,4,256GB SSD,Nvidia GeForce,Windows 10,2.23,5532638,141.0,0,0,0,0,0,0
1188,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Linux,1.23,8799374,166.0,0,1,0,0,0,0
1189,Acer,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.2,20809379,127.0,1,0,1,0,0,0
1190,Lenovo,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.4,6557452,141.0,1,0,1,0,0,0
1192,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.86,3883253,141.0,0,0,500,0,0,0
1194,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.6,9600041,166.0,1,1,0,0,0,0
1195,HP,Notebook,Intel Core i7,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.21,10624855,141.0,1,0,1,0,0,0
1196,Lenovo,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,No OS,1.9,2946487,141.0,0,0,1,0,0,0
1197,Asus,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.3,17214341,127.0,1,0,1,0,0,0
1198,Acer,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Linux,2.1,2177854,141.0,0,0,1,0,0,0
1199,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.43,16404905,127.0,0,0,1,0,0,0
1200,Dell,Notebook,Intel Core i3,4,128GB SSD,AMD Radeon,Windows 10,2.3,3995371,141.0,0,0,0,0,0,0
1201,Lenovo,Notebook,Intel Core i7,8,500GB HDD,Nvidia GeForce,No OS,2.2,5036203,141.0,0,0,500,0,0,0
1202,Dell,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel UHD,Windows 10,2.0,10288589,141.0,0,1,0,0,0,0
1203,Dell,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.2,21457841,166.0,0,1,0,0,0,0
1204,Asus,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,9359787,141.0,0,0,1,0,0,0
1205,Dell,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.36,7117955,141.0,0,0,0,0,0,0
1206,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.91,4635869,141.0,0,0,0,0,0,0
1207,Lenovo,Notebook,AMD E-Series,4,500GB HDD,AMD Radeon,Windows 10,2.2,2394037,141.0,0,0,500,0,0,0
1208,Acer,Notebook,Intel Core i3,8,1TB HDD,Nvidia GeForce,Windows 10,3.3,5036203,127.0,0,0,1,0,0,0
1209,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,19608379,141.0,0,0,1,0,0,0
1211,Asus,Notebook,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,14003709,141.0,0,0,1,0,0,0
1212,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.43,15604954,127.0,1,0,1,0,0,0
1213,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.191,7998707,141.0,1,1,0,0,0,0
1214,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,15605044,127.0,0,0,1,0,0,0
1215,Acer,Netbook,Other Intel Processor,2,32GB SSD,Intel HD,Chrome OS,1.3,1393204,190.0,0,0,0,0,0,0
1216,Acer,Notebook,Intel Core i3,4,1TB HDD,Nvidia GeForce,Windows 10,3.3,4787985,127.0,0,0,1,0,0,0
1217,Lenovo,Notebook,Intel Core i5,8,1TB HDD,Intel HD,No OS,2.8,4315620,127.0,0,0,1,0,0,0
1218,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,10184524,141.0,1,0,1,0,0,0
1219,Acer,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.2,9199707,157.0,1,1,0,0,0,0
1220,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.3,12242206,141.0,1,0,0,0,0,0
1221,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,11818697,141.0,0,0,1,0,0,0
1222,HP,Notebook,AMD A-Series,6,1TB HDD,AMD Radeon,Windows 10,2.1,4235536,141.0,0,0,1,0,0,0
1223,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.26,13718358,176.0,0,1,0,0,0,0
1225,Asus,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.65,2474033,141.0,0,0,1,0,0,0
1226,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.29,11825856,166.0,0,1,0,0,0,0
1227,Dell,Notebook,Intel Core i5,4,1TB HDD,Intel HD,Linux,2.18,4178358,141.0,0,0,1,0,0,0
1228,Lenovo,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,8238871,141.0,1,1,1,0,0,0
1229,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,9199707,141.0,0,0,1,0,0,0
1230,Lenovo,Netbook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.3,13211006,176.0,1,1,0,0,0,0
1232,Dell,Notebook,Intel Core i3,8,1TB HDD,Intel HD,Windows 10,2.3,3755207,141.0,0,1,1,0,0,0
1233,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,12794656,127.0,0,0,1,0,0,0
1234,Apple,Ultrabook,Intel Core i5,4,256GB Flash Storage,Intel HD,Mac OS,1.08,7678368,190.0,0,0,0,0,0,256
1235,HP,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.1,3827149,141.0,0,0,1,0,0,0
1236,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.54,17600179,157.0,0,0,0,0,0,0
1237,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 7,2.24,5900938,141.0,0,0,500,0,0,0
1238,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.3,9359787,141.0,0,0,1,0,0,0
1239,Lenovo,Notebook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.4,12002042,166.0,1,0,0,0,0,0
1240,Lenovo,Notebook,AMD A-Series,6,256GB SSD,AMD Radeon,Windows 10,2.2,4784585,141.0,0,0,0,0,0,0
1241,Asus,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.45,10248502,166.0,0,0,0,0,0,0
1242,Acer,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Linux,2.4,2896826,141.0,0,0,500,0,0,0
1243,Dell,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.77,14404043,127.0,0,1,0,0,0,0
1244,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 7,1.54,8807248,157.0,0,0,0,0,0,0
1245,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,12810673,141.0,1,0,1,0,0,0
1246,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.6,7005837,157.0,0,0,500,0,0,0
1247,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.34,18615509,141.0,1,0,1,0,0,0
1248,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,No OS,2.3,4587819,141.0,1,0,0,0,0,0
1249,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.24,14516072,166.0,0,1,0,0,0,0
1250,Dell,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Linux,2.2,2594204,141.0,0,0,500,0,0,0
1251,HP,Notebook,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,1.86,3194704,141.0,0,0,500,0,0,0
1252,Lenovo,Notebook,Intel Core i3,6,128GB SSD,Nvidia GeForce,Windows 10,2.4,4555785,141.0,0,0,0,0,0,0
1253,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,8583190,157.0,1,0,0,0,0,0
1254,Dell,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,3554861,141.0,0,0,500,0,0,0
1255,Asus,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.0,2714286,141.0,0,0,1,0,0,0
1256,Asus,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.0,15212674,127.0,1,0,1,0,0,0
1257,Dell,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.29,3923251,141.0,0,0,500,0,0,0
1258,Lenovo,Notebook,Intel Core i7,8,1.0TB Hybrid,AMD Radeon,Windows 7,2.32,7166006,141.0,0,0,0,0,10,0
1259,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,9840205,141.0,0,0,1,0,0,0
1260,Lenovo,2 in 1 Convertible,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.8,6669660,157.0,0,1,0,0,0,0
1261,Asus,Ultrabook,Other Intel Processor,8,512GB SSD,Intel HD,Windows 10,1.2,5836870,166.0,1,0,0,0,0,0
1262,Dell,Notebook,Intel Core i3,6,1TB HDD,Intel HD,Windows 10,2.3,3675033,141.0,0,0,1,0,0,0
1263,Acer,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Linux,2.4,2313953,141.0,0,0,500,0,0,0
1264,Dell,Notebook,Other Intel Processor,2,500GB HDD,Intel HD,Windows 10,2.2,3034535,141.0,0,0,500,0,0,0
1265,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.6,7198040,141.0,1,0,1,0,0,0
1266,HP,Notebook,AMD A-Series,6,1.0TB Hybrid,AMD Radeon,Windows 10,2.04,4403579,141.0,0,0,0,0,10,0
1267,Dell,Notebook,Intel Core i7,8,1TB HDD,AMD Radeon,Linux,2.3,6453298,141.0,0,0,1,0,0,0
1268,HP,Netbook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.17,1673365,190.0,0,0,0,0,0,32
1269,Asus,Notebook,Intel Core i7,4,500GB HDD,Nvidia GeForce,Windows 10,2.2,5767344,141.0,0,0,500,0,0,0
1270,Lenovo,2 in 1 Convertible,Intel Core i7,4,128GB SSD,Intel HD,Windows 10,1.8,5108234,157.0,1,1,0,0,0,0
1271,Lenovo,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.3,12002042,166.0,1,1,0,0,0,0
1272,Lenovo,Notebook,Other Intel Processor,2,64GB Flash Storage,Intel HD,Windows 10,1.5,1833535,157.0,0,0,0,0,0,64
1273,HP,Notebook,Intel Core i7,6,1TB HDD,AMD Radeon,Windows 10,2.19,6117121,141.0,0,0,1,0,0,0
